3.000000000000000000e+00,2.250000000000000000e+00,7.000022888183593750e+01
3.000000000000000000e+00,3.750000000000000000e+00,7.000024414062500000e+01
3.000000000000000000e+00,5.250000000000000000e+00,7.000025177001953125e+01
3.000000000000000000e+00,6.750000000000000000e+00,7.000025177001953125e+01
3.000000000000000000e+00,7.500000000000000000e-01,7.000022888183593750e+01
3.000000000000000000e+00,1.725000000000000000e+01,7.000028991699218750e+01
3.000000000000000000e+00,2.025000000000000000e+01,7.000029754638671875e+01
3.000000000000000000e+00,2.325000000000000000e+01,7.000029754638671875e+01
3.000000000000000000e+00,2.625000000000000000e+01,7.000029754638671875e+01
3.000000000000000000e+00,2.925000000000000000e+01,7.000028991699218750e+01
3.000000000000000000e+00,8.250000000000000000e+00,7.000026702880859375e+01
3.000000000000000000e+00,9.750000000000000000e+00,7.000026702880859375e+01
3.000000000000000000e+00,1.125000000000000000e+01,7.000028228759765625e+01
3.000000000000000000e+00,1.275000000000000000e+01,7.000028228759765625e+01
3.000000000000000000e+00,1.425000000000000000e+01,7.000028991699218750e+01
3.000000000000000000e+00,1.575000000000000000e+01,7.000028991699218750e+01
3.000000000000000000e+00,1.875000000000000000e+01,7.000029754638671875e+01
3.000000000000000000e+00,2.175000000000000000e+01,7.000029754638671875e+01
3.000000000000000000e+00,2.475000000000000000e+01,7.000029754638671875e+01
3.000000000000000000e+00,2.775000000000000000e+01,7.000029754638671875e+01
5.000000000000000000e+00,2.250000000000000000e+00,7.000021362304687500e+01
5.000000000000000000e+00,3.750000000000000000e+00,7.000021362304687500e+01
5.000000000000000000e+00,5.250000000000000000e+00,7.000022888183593750e+01
5.000000000000000000e+00,6.750000000000000000e+00,7.000023651123046875e+01
5.000000000000000000e+00,7.500000000000000000e-01,7.000020599365234375e+01
5.000000000000000000e+00,1.725000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,2.025000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,2.325000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,2.625000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,2.925000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,8.250000000000000000e+00,7.000024414062500000e+01
5.000000000000000000e+00,9.750000000000000000e+00,7.000025177001953125e+01
5.000000000000000000e+00,1.125000000000000000e+01,7.000025177001953125e+01
5.000000000000000000e+00,1.275000000000000000e+01,7.000026702880859375e+01
5.000000000000000000e+00,1.425000000000000000e+01,7.000026702880859375e+01
5.000000000000000000e+00,1.575000000000000000e+01,7.000026702880859375e+01
5.000000000000000000e+00,1.875000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,2.175000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,2.475000000000000000e+01,7.000027465820312500e+01
5.000000000000000000e+00,2.775000000000000000e+01,7.000027465820312500e+01
7.000000000000000000e+00,2.250000000000000000e+00,7.000019073486328125e+01
7.000000000000000000e+00,3.750000000000000000e+00,7.000019836425781250e+01
7.000000000000000000e+00,5.250000000000000000e+00,7.000020599365234375e+01
7.000000000000000000e+00,6.750000000000000000e+00,7.000020599365234375e+01
7.000000000000000000e+00,7.500000000000000000e-01,7.000017547607421875e+01
7.000000000000000000e+00,1.725000000000000000e+01,7.000024414062500000e+01
7.000000000000000000e+00,2.025000000000000000e+01,7.000025177001953125e+01
